,text,sentiment,clean_message
918,"I agree with Jessica, this movie is pretty bad.  ",0,agre jessica movi pretti bad
919,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",0,charact onedimension even good guy especi bad guy
920,The story line is totally predictable.  ,0,stori line total predict
921,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",1,much dialogu much music whole film shot elabor aesthet like sculptur
922,I've seen soap operas more intelligent than this movie.  ,0,ive see soap opera intellig movi
923,"Bad characters, bad story and bad acting.  ",0,bad charact bad stori bad act
924,Really awful.  ,0,realli aw
925,Not easy to watch.  ,0,easi watch
926,"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,funni clever hip like pray previou film hype
927,It was a long time that i didn't see a so charismatic actor on screen.  ,1,long time didnt see charismat actor screen
928,Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.  ,1,paolo sorrentino write wonder stori loneli toni build one unforgett charact see movi recent year
929,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1,movi complet perfect titta di girolamo stay long time vision movi
930,I rate this movie 9/10.  ,1,rate movi 910
931,"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.  ",1,know emilio estevez directori debut pace interplay develop charact well clever camera work surround charact estevez play suggest natur eye
932,The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.  ,1,interplay martin emilio contain wonder chemistri saw wall street martin charli
933,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1,kathi bate wonder charact subtl desper escap variat charact play field lord
934,For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.  ,1,reader alreadi see one miyazaki film still top form make anoth worthwhil experi
935,"It never condescends, all the characters have good genuine hearts and believable problems.  ",1,never condescend charact good genuin heart believ problem
936,The two main characters may be two of the most believable children I ever saw put on screen.  ,1,two main charact may two believ child ever saw put screen
937,"They are so easy to love, but even more easy to identify with.  ",1,easi love even easi identifi
938,This movie is great--especially if you enjoy visual arts.  ,1,movi greatespeci enjoy visual art
939,The scenery that the two daughters paint and photograph are beautiful.  ,1,sceneri two daughter paint photograph beauti
940,The story is also both funny and poignant at times.  ,1,stori also funni poignant time
941,"People who like European films and ""art movies"" will like this movie.  ",1,peopl like european film art movi like movi
942,This is truly an art movie--it actually has a lot of art in it.  ,1,truli art movieit actual lot art
943,Go rent it.  ,1,go rent
944,"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.  ",1,howev final watch film realiz close mind brillianc depict also find watch
945,"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.  ",1,one movi never ceas interest simpli keep alert tri attempt deciph mean
946,Brilliance indeed.  ,1,brillianc inde
947,"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  ",1,like movi like matrix well yet sequel think youll appreci think provok mindblow experi film give
948,Think of the film being like a dream.  ,1,think film like dream
949,Simply beautiful.  ,1,simpli beauti
950,Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.  ,1,rickman stow play role hilt tale children book writer mayb write subvers tract
951,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  ",1,glorious fun fast pace fairli accur portray night raver
952,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  ,1,present idyl yet seriou portray up down charact life
953,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0,whatev avoid groov antithesi good human traffic
954,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  ",0,bad everyon els involv didnt share crow level dedic qualiti wed far good film hand subpar mess
955,The movie seemed a little slow at first.  ,0,movi seem littl slow first
956,But it picked up speed and got right to the point.  ,1,pick speed get right point
957,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  ",1,show exactli govern scientist argu human reason gadget
958,I enjoyed it.  ,1,enjoy
959,I have recommended it to friends.  ,1,recommend friend
960,I was particularly pleased with the acting ability of Dwight Schultz.  ,1,particularli pleas act abil dwight schultz
961,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  ",1,actor truli understand becom particular charact deliv convinc sincer perform
962,"Their on-screen chemistry, critical to the entire film, is genuine.  ",1,onscreen chemistri critic entir film genuin
963,"The film's dialogue is natural, real to life.  ",1,film dialogu natur real life
964,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  ",1,writer gorman bechard undoubtedli homework refer industri characterag appropri
965,The incredible soundtrack truly captures the essence of the film.  ,1,incred soundtrack truli captur essenc film
966,"Each track commands sentiment, actually contributing to the scenes and characters.  ",1,track command sentiment actual contribut scene charact
967,Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  ,1,definit worth see sort think provok film forc question threshold loneli
