,text
982,"It's a sad movie, but very good.  "
983,"If you have not seen this movie, I definitely recommend it!  "
984,"She is as lovely as usual, this cutie!  "
985,Still it's quite interesting and entertaining to follow.  
986,;) Recommend with confidence!  
987,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  
988,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  
989,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  "
990,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  "
991,Fans of the genre will be in heaven.  
992,Lange had become a great actress.  
993,It looked like a wonderful story.  
994,I never walked out of a movie faster.  
995,I just got bored watching Jessice Lange take her clothes off!  
996,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  "
997,"In a word, it is embarrassing.  "
998,Exceptionally bad!  
999,All in all its an insult to one's intelligence and a huge waste of money.  
1000,Wow... Loved this place.
1001,Crust is not good.
1002,Not tasty and the texture was just nasty.
1003,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.
1004,The selection on the menu was great and so were the prices.
1005,Now I am getting angry and I want my damn pho.
1006,Honeslty it didn't taste THAT fresh.)
1007,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.
1008,The fries were great too.
1009,A great touch.
1010,Service was very prompt.
1011,Would not go back.
1012,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.
1013,"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!"
1014,I was disgusted because I was pretty sure that was human hair.
1015,I was shocked because no signs indicate cash only.
1016,Highly recommended.
1017,Waitress was a little slow in service.
1018,"This place is not worth your time, let alone Vegas."
1019,did not like at all.
1020,The Burrittos Blah!
1021,"The food, amazing."
1022,Service is also cute.
1023,I could care less... The interior is just beautiful.
1024,So they performed.
1025,That's right....the red velvet cake.....ohhh this stuff is so good.
1026,- They never brought a salad we asked for.
1027,"This hole in the wall has great Mexican street tacos, and friendly staff."
1028,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed."
1029,The worst was the salmon sashimi.
1030,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal."
1031,This was like the final blow!
1032,I found this place by accident and I could not be happier.
1033,"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere."
1034,"Overall, I like this place a lot."
1035,The only redeeming quality of the restaurant was that it was very inexpensive.
1036,Ample portions and good prices.
1037,"Poor service, the waiter made me feel like I was stupid every time he came to the table."
1038,My first visit to Hiro was a delight!
1039,Service sucks.
1040,The shrimp tender and moist.
1041,There is not a deal good enough that would drag me into that establishment again.
1042,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.
1043,"On a positive note, our server was very attentive and provided great service."
1044,"Frozen pucks of disgust, with some of the worst people behind the register."
1045,The only thing I did like was the prime rib and dessert section.
1046,It's too bad the food is so damn generic.
1047,"The burger is good beef, cooked just right."
1048,If you want a sandwich just go to any Firehouse!!!!!
1049,"My side Greek salad with the Greek dressing was so tasty, and the pita and hummus was very refreshing."
1050,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.
1051,He came running after us when he realized my husband had left his sunglasses on the table.
1052,Their chow mein is so good!
1053,"They have horrible attitudes towards customers, and talk down to each one when customers don't enjoy their food."
1054,The portion was huge!
1055,"Loved it...friendly servers, great food, wonderful and imaginative menu."
1056,The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.
1057,Not much seafood and like 5 strings of pasta at the bottom.
1058,"The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked."
1059,"The ripped banana was not only ripped, but petrified and tasteless."
1060,At least think to refill my water before I struggle to wave you over for 10 minutes.
1061,This place receives stars for their APPETIZERS!!!
1062,The cocktails are all handmade and delicious.
1063,We'd definitely go back here again.
1064,We are so glad we found this place.
1065,"Great food and service, huge portions and they give a military discount."
1066,Always a great time at Dos Gringos!
